Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,"Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"Porta Vittoria, project, Milan, Italy, Passage below water basin, perspective and plan","Steven Holl",2702,"(American, born 1947)",(American),(1947),NULL,(male),1986,"Graphite, ink and ink wash on paper","29 3/4 x 22 1/4" (75.6 x 56.5 cm)","Pritzker Foundation Fund and Architecture & Design Purchase Fund",95.1989,Architecture,"Architecture & Design",1989-05-16,yes,187,https://www.moma.org/collection/works/187,https://www.moma.org/media/W1siZiIsIjUyNzI2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4de1b8de7b4fc461,NULL,NULL,NULL,NULL,75.60,NULL,NULL,56.50,NULL,NULL
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Perspectives and elevation","Erich Mendelsohn",8219,"(American, born Germany (now Poland). 1887–1953)",(American),(1887),(1953),(male),Unknown,"Graphite on tracing paper","11 7/8 x 14 1/2" (30.2 x 36.8 cm)","Gift of Milton Scheingarten",96.2000,Architecture,"Architecture & Design",2000-01-19,yes,188,https://www.moma.org/collection/works/188,https://www.moma.org/media/W1siZiIsIjUzMTE4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=50e88df6f04b1661,NULL,NULL,NULL,NULL,30.20,NULL,NULL,36.80,NULL,NULL
"Residence for Herbert Green, Studies for an Unfolded Modular House, Cherry Hill, Pennsylvania, Perspective","Paul Rudolph",5076,"(American, 1918–1997)",(American),(1918),(1997),(male),1989,"Ink on tracing paper","14 5/8 x 64 3/4" (37.1 x 164.5 cm)","Gift of the architect",96.1989,Architecture,"Architecture & Design",1989-05-16,yes,189,https://www.moma.org/collection/works/189,https://www.moma.org/media/W1siZiIsIjUyNzI2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9715664d3fd53bee,NULL,NULL,NULL,NULL,37.10,NULL,NULL,164.50,NULL,NULL
"Gated Wall, Perspective and elevation","Erich Mendelsohn",8219,"(American, born Germany (now Poland). 1887–1953)",(American),(1887),(1953),(male),Unknown,"Graphite on tracing paper","11 3/4 x 14 3/4" (29.8 x 37.5 cm)","Gift of Milton Scheingarten",97.2000,Architecture,"Architecture & Design",2000-01-19,yes,190,https://www.moma.org/collection/works/190,https://www.moma.org/media/W1siZiIsIjUzMTE5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d34e1aeec8ddd298,NULL,NULL,NULL,NULL,29.80,NULL,NULL,37.50,NULL,NULL
"Finney Guest House Project, Siesta Key, Florida, Aerial perspective","Paul Rudolph",5076,"(American, 1918–1997)",(American),(1918),(1997),(male),1949,"Ink and printed polymer sheet on paper","25 1/2 x 18 7/8" (64.8 x 47.9 cm)","Gift of the architect",97.1989,Architecture,"Architecture & Design",1989-05-16,yes,191,https://www.moma.org/collection/works/191,https://www.moma.org/media/W1siZiIsIjUyNzI2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=19af21e0930cb880,NULL,NULL,NULL,NULL,64.80,NULL,NULL,47.90,NULL,NULL
"Gated Wall, Perspective and elevation","Erich Mendelsohn",8219,"(American, born Germany (now Poland). 1887–1953)",(American),(1887),(1953),(male),Unknown,"Graphite on tracing paper","16 1/2 x 11 1/2" (41.9 x 29.2 cm)","Gift of Milton Scheingarten",98.2000,Architecture,"Architecture & Design",2000-01-19,yes,192,https://www.moma.org/collection/works/192,https://www.moma.org/media/W1siZiIsIjUzMTIwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2adb257a5734ffd6,NULL,NULL,NULL,NULL,41.90,NULL,NULL,29.20,NULL,NULL
"Yale University, Art and Architecture Building, New Haven, Connecticut, Elevation","Paul Rudolph",5076,"(American, 1918–1997)",(American),(1918),(1997),(male),1958–1964,"Graphite and colored pencil on paper","27 1/4 x 34 1/4" (69.2 x 87 cm)","Gift of the architect",98.1989,Architecture,"Architecture & Design",1989-05-16,yes,193,https://www.moma.org/collection/works/193,https://www.moma.org/media/W1siZiIsIjUyNzI2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6cc1ca517d2bb4f3,NULL,NULL,NULL,NULL,69.20,NULL,NULL,87.00,NULL,NULL
"Residence of Salman Schocken, Jerusalem, Israel, Perspectives","Erich Mendelsohn",8219,"(American, born Germany (now Poland). 1887–1953)",(American),(1887),(1953),(male),Unknown,"Graphite on tracing paper","14 3/4 x 11 1/4" (37.5 x 28.5 cm)","Gift of Milton Scheingarten",99.2000,Architecture,"Architecture & Design",2000-01-19,yes,194,https://www.moma.org/collection/works/194,https://www.moma.org/media/W1siZiIsIjUzMTIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=79fb15764b2c9695,NULL,NULL,NULL,NULL,37.50,NULL,NULL,28.50,NULL,NULL
"Unidentified project (Perspective)","Erich Mendelsohn",8219,"(American, born Germany (now Poland). 1887–1953)",(American),(1887),(1953),(male),"c. 1935",Print,"15 3/4 x 18 15/16" (40 x 48.1 cm)","Gift of Milton Scheingarten",100.2000,Architecture,"Architecture & Design",2000-01-19,yes,195,https://www.moma.org/collection/works/195,NULL,NULL,NULL,NULL,NULL,21.00,NULL,NULL,25.20,NULL,NULL
"Hadassah University Hospital, Mount Scopus, Jerusalem, Exterior perspective of northwest corner from University Building","Erich Mendelsohn",8219,"(American, born Germany (now Poland). 1887–1953)",(American),(1887),(1953),(male),1935,"Crayon, graphite, and gouache on sepia diazotype","21 1/4 x 23 3/4" (54 x 60.3 cm)","Gift of Milton Scheingarten",101.2000,Architecture,"Architecture & Design",2000-01-19,yes,197,https://www.moma.org/collection/works/197,https://www.moma.org/media/W1siZiIsIjUyOTg5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b45b803980ca41ab,NULL,NULL,NULL,NULL,12.70,NULL,NULL,35.60,NULL,NULL
"Hadassah University Medical Center, Mount Scopus, Jerusalem, View of hospital, north west corner: "From the National Library"","Erich Mendelsohn",8219,"(American, born Germany (now Poland). 1887–1953)",(American),(1887),(1953),(male),1935,"Tempera, graphite, and color pencil on print","21 1/4 x 22 3/4" (54 x 57.8 cm)","Gift of Milton Scheingarten",102.2000,Architecture,"Architecture & Design",2000-01-19,yes,198,https://www.moma.org/collection/works/198,https://www.moma.org/media/W1siZiIsIjUyOTkwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=62e9caedafda0faf,NULL,NULL,NULL,NULL,64.00,NULL,NULL,38.00,NULL,NULL
"Hadassah University Medical Center, Mount Scopus, Jerusalem, Exterior perspective","Erich Mendelsohn",8219,"(American, born Germany (now Poland). 1887–1953)",(American),(1887),(1953),(male),1935,"Tempera, graphite, and color pencil on print","21 1/2 x 24" (54.6 x 61 cm)","Gift of Milton Scheingarten",103.2000,Architecture,"Architecture & Design",2000-01-19,yes,199,https://www.moma.org/collection/works/199,https://www.moma.org/media/W1siZiIsIjUyOTkxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6aa0ed39a71fd8f0,NULL,NULL,NULL,NULL,54.61,NULL,NULL,60.96,NULL,NULL
"Arcadia Peninsula Housing, project, Revised version: exterior elevation","Peter Cook",6950,"(British, born 1936)",(British),(1936),NULL,(male),1979,"Ink and gouache on paper","11 x 34 1/4" (27.9 x 87 cm)","Gift of Kenneth Walker",106.1992,Architecture,"Architecture & Design",1992-01-15,yes,200,https://www.moma.org/collection/works/200,https://www.moma.org/media/W1siZiIsIjUyNzAzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c004f89bdcda1f32,NULL,NULL,NULL,NULL,27.90,NULL,NULL,87.00,NULL,NULL
"Slow House Project, North Haven, New York, Plan of lower-level and sections","Elizabeth Diller, Ricardo Scofidio, Diller + Scofidio","6951, 6952, 8707","(American, born Poland 1954) (American, born 1935) (est. 1981)","(American) (American) (American)","(1954) (1935) (1981)","(0) (0) (0)","(female) (male) ()",1989,"Computer-generated print on frosted polymer sheet with graphite and colored ink mounted on painted wood with metal","47 5/8 x 36 1/2 x 1 1/2" (121 x 92.7 x 3.8 cm)
","Marshall Cogan Purchase Fund and Jeffrey P. Klein Purchase Fund",107.1992,Architecture,"Architecture & Design",1992-01-15,yes,201,https://www.moma.org/collection/works/201,https://www.moma.org/media/W1siZiIsIjUyNzA0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=07493eda94380a96,NULL,NULL,3.80,NULL,121.00,NULL,NULL,92.70,NULL,NULL
"The Peak Project, Hong Kong, China (Exterior perspective)","Zaha Hadid",6953,"(British, born Iraq. 1950–2016)",(British),(1950),(2016),(female),1991,"Synthetic polymer on paper mounted on canvas","51 x 72" (129.5 x 182.9 cm)","David Rockefeller, Jr. Fund",108.1992,Architecture,"Architecture & Design",1992-01-15,yes,202,https://www.moma.org/collection/works/202,https://www.moma.org/media/W1siZiIsIjUyNzA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=471daeaf5342ec22,NULL,NULL,NULL,NULL,129.54,NULL,NULL,182.88,NULL,NULL
"Study for an Office Building, project, Tokyo, Japan, Exterior perspective","Fumihiko Maki",6954,"(Japanese, born 1928)",(Japanese),(1928),NULL,(male),1980,"Ink and graphite on graph paper","8 x 5 3/4" (20.3 x 14.6 cm)","Gift of Kenneth Walker",109.1992,Architecture,"Architecture & Design",1992-01-15,yes,203,https://www.moma.org/collection/works/203,https://www.moma.org/media/W1siZiIsIjUyNzA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=67c853cdf3c4de01,NULL,NULL,NULL,NULL,20.30,NULL,NULL,14.60,NULL,NULL
"Egg of Columbus Circle project, New York, New York (Axonometric)","Rem Koolhaas, Zoe Zenghelis, Elia Zenghelis, Madelon Vriesendorp","6956, 7559, 7558, 6957","(Dutch, born 1944) (British, born Greece 1937) (British, born Greece 1937) (Dutch, born 1945)","(Dutch) (British) (British) (Dutch)","(1944) (1937) (1937) (1945)","(0) (0) (0) (0)","(male) (female) (male) (female)",1975,"Ink and acrylic on paper","44 1/2 x 27" (113 x 68.6 cm)","Gift of Kenneth Walker",110.1992,Architecture,"Architecture & Design",1992-01-15,yes,204,https://www.moma.org/collection/works/204,https://www.moma.org/media/W1siZiIsIjUyNzA0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f311961baf5303ac,NULL,NULL,NULL,NULL,113.00,NULL,NULL,68.60,NULL,NULL
"Arch Oboler Guest House (Eleanor's Retreat), project, Malibu, California, Plan and elevation","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1941,"Graphite and colored pencil on tracing paper","30 3/4 x 20 1/8" (78.1 x 51.1 cm)","Arthur Drexler Fund",111.1992,Architecture,"Architecture & Design",1992-01-15,yes,205,https://www.moma.org/collection/works/205,https://www.moma.org/media/W1siZiIsIjUyNzA0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d79649fffef03159,NULL,NULL,NULL,NULL,78.11,NULL,NULL,51.12,NULL,NULL
"Arch Oboler Guest House (Eleanor's Retreat), project, Malibu, California, Plan and elevation","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1941,"Graphite and colored pencil on tracing paper","20 7/8 x 30 7/8" (53 x 78.5 cm)","Arthur Drexler Fund",112.1992,Architecture,"Architecture & Design",1992-01-15,yes,206,https://www.moma.org/collection/works/206,https://www.moma.org/media/W1siZiIsIjUyNzM4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b6cb982f93e289ac,NULL,NULL,NULL,NULL,53.00,NULL,NULL,78.50,NULL,NULL
"Arch Oboler Guest House (Eleanor's Retreat), project, Malibu, California, Perspective","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1941,"Colored pencil, graphite, and color ink on tracing paper","16 15/16 x 19 1/4" (43.1 x 48.9 cm)","Arthur Drexler Fund",113.1992,Architecture,"Architecture & Design",1992-01-15,yes,207,https://www.moma.org/collection/works/207,https://www.moma.org/media/W1siZiIsIjUyNzM4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d2250eaf2aa8050f,NULL,NULL,NULL,NULL,43.10,NULL,NULL,48.90,NULL,NULL
"Arch Oboler Guest House (Eleanor's Retreat), project, Malibu, California, Perspective","Frank Lloyd Wright",6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1941,"Graphite and color pencil on tracing paper","20 3/4 x 31" (52.7 x 78.8 cm)","Arthur Drexler Fund",114.1992,Architecture,"Architecture & Design",1992-01-15,yes,208,https://www.moma.org/collection/works/208,https://www.moma.org/media/W1siZiIsIjUyNzM4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=074740747181756d,NULL,NULL,NULL,NULL,52.71,NULL,NULL,78.80,NULL,NULL
"Exhibition "Mario Bellini: Designer.", The Museum of Modern Art, New York, 1987, Installation plan","Mario Bellini",451,"(Italian, born 1935)",(Italian),(1935),NULL,(male),1987,"Crayon and cut and pasted photocopies on transparent overlay on print","19 1/2 x 30 1/2" (49.5 x 77.5 cm)","Gift of the designer",119.1988,Architecture,"Architecture & Design",1988-04-27,yes,209,https://www.moma.org/collection/works/209,https://www.moma.org/media/W1siZiIsIjUyNzA0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b410564585bf3485,NULL,NULL,NULL,NULL,49.50,NULL,NULL,77.50,NULL,NULL
"City Hall, project, North Canton, Ohio, Perspective sketch","Venturi and Rauch, Robert Venturi, John Rauch","8213, 6132, 8214","(American, est. 1964–1979) (American, 1925–2018) (American, born 1930)","(American) (American) (American)","(1964) (1925) (1930)","(1979) (2018) (0)","() (male) (male)",1965,"Graphite on tracing paper","20 1/2 x 36" (52.1 x 91.4 cm)","Gift of Venturi, Rauch and Scott Brown, Inc.",120.1988,Architecture,"Architecture & Design",1988-04-27,yes,210,https://www.moma.org/collection/works/210,https://www.moma.org/media/W1siZiIsIjUyNzA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=19e7832d10da4021,NULL,NULL,NULL,NULL,52.10,NULL,NULL,91.40,NULL,NULL
"House, Northern Delaware, Preliminary study of west elevation","Robert Venturi, John Rauch, Venturi and Rauch, Denise Scott Brown","6132, 8214, 8213, 8216","(American, 1925–2018) (American, born 1930) (American, est. 1964–1979) (American, born Zambia, 1931)","(American) (American) (American) (American)","(1925) (1930) (1964) (1931)","(2018) (0) (1979) (0)","(male) (male) () (female)",1978,"Felt-tipped pen on tracing paper","12 x 23 1/2" (30.5 x 59.7 cm)","Gift of Venturi, Rauch and Scott Brown, Inc.",121.1988,Architecture,"Architecture & Design",1988-04-27,yes,211,https://www.moma.org/collection/works/211,https://www.moma.org/media/W1siZiIsIjUyNzA0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7fafa2a23d5f60e7,NULL,NULL,NULL,NULL,30.48,NULL,NULL,59.69,NULL,NULL
"Gordon Wu Hall, Princeton University, Princeton, New Jersey, Preliminary study of entrance and windows","Venturi, Rauch and Scott Brown, Robert Venturi, John Rauch, Denise Scott Brown","8215, 6132, 8214, 8216","(American, established 1980) (American, 1925–2018) (American, born 1930) (American, born Zambia, 1931)","(American) (American) (American) (American)","(1980) (1925) (1930) (1931)","(0) (2018) (0) (0)","() (male) (male) (female)",1981,"Felt-tipped pen on tracing paper","12 x 15 1/8" (30.5 x 38.4 cm)","Gift of Venturi, Rauch and Scott Brown, Inc.",122.1988,Architecture,"Architecture & Design",1988-04-27,yes,212,https://www.moma.org/collection/works/212,https://www.moma.org/media/W1siZiIsIjUyNzA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=70c1c008f6e360c9,NULL,NULL,NULL,NULL,30.48,NULL,NULL,38.42,NULL,NULL
"Gordon Wu Hall, Princeton University, Princeton, New Jersey, Preliminary study of entrance and elevation","Venturi, Rauch and Scott Brown, Robert Venturi, John Rauch, Denise Scott Brown","8215, 6132, 8214, 8216","(American, established 1980) (American, 1925–2018) (American, born 1930) (American, born Zambia, 1931)","(American) (American) (American) (American)","(1980) (1925) (1930) (1931)","(0) (2018) (0) (0)","() (male) (male) (female)",1981,"Graphite on tracing paper","12 x 13 1/2" (30.5 x 34.3 cm)","Gift of Venturi, Rauch and Scott Brown, Inc.",123.1988,Architecture,"Architecture & Design",1988-04-27,yes,213,https://www.moma.org/collection/works/213,https://www.moma.org/media/W1siZiIsIjIxMDM0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8172b2b09a6a21dd,NULL,NULL,NULL,NULL,30.48,NULL,NULL,34.29,NULL,NULL
"Lewis Thomas Laboratory for Molecular Biology, Princeton University, Princeton, New Jersey, Preliminary study of entrance and elevation","Venturi, Rauch and Scott Brown, Robert Venturi, John Rauch, Denise Scott Brown","8215, 6132, 8214, 8216","(American, established 1980) (American, 1925–2018) (American, born 1930) (American, born Zambia, 1931)","(American) (American) (American) (American)","(1980) (1925) (1930) (1931)","(0) (2018) (0) (0)","() (male) (male) (female)",1983,"Felt-tipped pen on tracing paper","12 x 28 (30.5 x 71.1 cm)","Gift of Venturi, Rauch and Scott Brown, Inc.",124.1988,Architecture,"Architecture & Design",1988-04-27,yes,215,https://www.moma.org/collection/works/215,https://www.moma.org/media/W1siZiIsIjUyNzA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a0d5a49a73491253,NULL,NULL,NULL,NULL,30.48,NULL,NULL,71.12,NULL,NULL
"Center for Applied Computer Research, Las Promesas, Mexico, Site plan","Emilio Ambasz",141,"(Argentine, born 1943)",(Argentine),(1943),NULL,(male),1975,"Ink and photostat on acetate","37 1/2 x 37 5/8" (95.3 x 95.6 cm)","Gift of the architect",131.1992,Architecture,"Architecture & Design",1992-01-15,yes,219,https://www.moma.org/collection/works/219,https://www.moma.org/media/W1siZiIsIjUyNzM5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4cd3fcc6fee186b3,NULL,NULL,NULL,NULL,95.30,NULL,NULL,95.60,NULL,NULL
"Hospital: House of Hope, Houses of Birth, Houses of No Return, project, Venice, Italy, Sectional perspective","Raimund Abraham",47,"(American, born Austria. 1933–2010)",(American),(1933),(2010),(male),1979,"Color pencil, graphite, and gouache","27 1/4 x 32 3/4" (69.2 x 83.2 cm)
","Gift of Dorothy and Leroy Lavine",131.1995,Architecture,"Architecture & Design",1995-05-09,yes,220,https://www.moma.org/collection/works/220,https://www.moma.org/media/W1siZiIsIjUyNzM5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=98e040b5336cd173,NULL,NULL,NULL,NULL,69.22,NULL,NULL,83.19,NULL,NULL
"Church on the Water, Tomamu, Hokkaido, Japan (Elevation and plan)","Tadao Ando",7055,"(Japanese, born 1941)",(Japanese),(1941),NULL,(male),1985–1988,"Crayon, graphite, color pencil","41 3/8 x 157 5/8" (105.1 x 400.4 cm)","Gift of the architect",137.1993,Architecture,"Architecture & Design",1993-05-04,yes,221,https://www.moma.org/collection/works/221,NULL,NULL,NULL,NULL,NULL,105.09,NULL,NULL,400.37,NULL,NULL
"Church on the Water, Tomamu, Hokkaido, Japan, Plan and sketch","Tadao Ando",7055,"(Japanese, born 1941)",(Japanese),(1941),NULL,(male),1985–1988,"Crayon on mulberry paper","12 1/8 x 17 1/2" (30.8 x 44.5 cm)","Gift of the architect",138.1993,Architecture,"Architecture & Design",1993-05-04,yes,222,https://www.moma.org/collection/works/222,https://www.moma.org/media/W1siZiIsIjUyNzQwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9da567fef92f7e8e,NULL,NULL,NULL,NULL,30.80,NULL,NULL,44.50,NULL,NULL
"Church on the Water, Tomamu, Hokkaido, Japan, Elevation and plan, sketch","Tadao Ando",7055,"(Japanese, born 1941)",(Japanese),(1941),NULL,(male),1985–1988,"Crayon and ink on paper","12 x 12 3/4" (30.5 x 32.4 cm)","Gift of the architect",139.1993,Architecture,"Architecture & Design",1993-05-04,yes,223,https://www.moma.org/collection/works/223,https://www.moma.org/media/W1siZiIsIjUyNzQwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d4be97ca7571a640,NULL,NULL,NULL,NULL,30.48,NULL,NULL,32.39,NULL,NULL
"Chikatsu-Asuka Historical Museum, Minami-Kawachi, Osaka, Japan, Exterior perspective","Tadao Ando",7055,"(Japanese, born 1941)",(Japanese),(1941),NULL,(male),"c. 1989-91","Graphite and crayon with scoring on paper","11 5/8 x 33 1/8" (29.5 x 84.1 cm)","Gift of the architect",140.1993,Architecture,"Architecture & Design",1993-05-04,yes,224,https://www.moma.org/collection/works/224,https://www.moma.org/media/W1siZiIsIjUyNzQwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7be82e4a0feae782,NULL,NULL,NULL,NULL,29.50,NULL,NULL,84.10,NULL,NULL
"Nara Convention Hall, Nara, Japan, Exterior perspective","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print","21 x 23" (53.3 x 58.4 cm)","Gift of the architect",142.1993,Architecture,"Architecture & Design",1993-05-04,yes,225,https://www.moma.org/collection/works/225,https://www.moma.org/media/W1siZiIsIjUyNzQwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=41c581efa88d8f9b,NULL,NULL,NULL,NULL,62.20,NULL,NULL,102.20,NULL,NULL
"Nara Convention Hall, Nara, Japan, South elevation","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print","21 5/8 x 37 3/8" (54.9 x 94.9 cm)","Gift of the architect",143.1993,Architecture,"Architecture & Design",1993-05-04,yes,226,https://www.moma.org/collection/works/226,https://www.moma.org/media/W1siZiIsIjUyNzQxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a54358c26dad9149,NULL,NULL,NULL,NULL,54.93,NULL,NULL,94.93,NULL,NULL
"Nara Convention Hall, Nara, Japan, Interior perpsective of lobby","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print","21 1/2 x 32 7/8" (54.6 x 83.5 cm)","Gift of the architect",144.1993,Architecture,"Architecture & Design",1993-05-04,yes,227,https://www.moma.org/collection/works/227,https://www.moma.org/media/W1siZiIsIjUyNzQxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2616f9228094aac9,NULL,NULL,NULL,NULL,62.20,NULL,NULL,102.20,NULL,NULL
"Nara Convention Hall, Nara, Japan, Interior perspective of main hall","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print","21 1/2 x 32 3/4" (54.6 x 83.2 cm)","Gift of the architect",145.1993,Architecture,"Architecture & Design",1993-05-04,yes,228,https://www.moma.org/collection/works/228,https://www.moma.org/media/W1siZiIsIjUyNzQxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=033a90838db60889,NULL,NULL,NULL,NULL,65.00,NULL,NULL,105.00,NULL,NULL
"Nara Convention Hall, Nara, Japan, West elevation","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print","21 1/2 x 37 3/8" (54.6 x 94.9 cm)","Gift of the architect",146.1993,Architecture,"Architecture & Design",1993-05-04,yes,229,https://www.moma.org/collection/works/229,https://www.moma.org/media/W1siZiIsIjUyNzQxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6b199f86497548f1,NULL,NULL,NULL,NULL,65.10,NULL,NULL,105.10,NULL,NULL
"Nara Convention Hall, Nara, Japan, Exterior perspective","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Synthetic polymer paint on computer-generated print","21 3/4 x 37 1/4" (55.2 x 94.6 cm) (comp.)","Gift of the architect",147.1993,Architecture,"Architecture & Design",1993-05-04,yes,230,https://www.moma.org/collection/works/230,https://www.moma.org/media/W1siZiIsIjUyNzQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3018a0e5e04796ea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Nara Convention Hall, Nara, Japan, Interior perspective of concert hall","Arata Isozaki",2837,"(Japanese, born 1931)",(Japanese),(1931),NULL,(male),1992,"Computer-generated print. print","21 3/4 x 32 3/4" (55.2 x 83.2 cm)","Gift of the architect",148.1993,Architecture,"Architecture & Design",1993-05-04,yes,231,https://www.moma.org/collection/works/231,https://www.moma.org/media/W1siZiIsIjUyNzQxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9190859f5240cd24,NULL,NULL,NULL,NULL,65.00,NULL,NULL,105.00,NULL,NULL
